Rank,College Name,Course,Alloted Category,Round,Year,College Category
226,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
227,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
227,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
228,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
228,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
229,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
229,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
230,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
230,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
231,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
231,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
232,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
232,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
233,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
233,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
234,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 1,2024,Government
234,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2025,Government
235,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
235,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
236,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
236,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
237,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2024,Government
237,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2025,Government
238,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
238,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
239,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
239,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
240,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
240,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
241,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
241,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
242,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
242,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM BH,Round 3,2025,Government
243,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
243,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
244,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
244,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
245,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
245,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 1,2025,Government
246,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
246,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
247,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
247,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
248,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
248,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
249,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
249,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
250,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
250,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
251,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
251,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
252,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
252,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
253,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
253,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
254,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
254,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
255,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
255,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
256,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
256,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
257,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
257,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
258,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
258,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
259,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
259,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
260,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
260,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
261,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM BX,Round 1,2024,Government
261,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
262,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
262,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
263,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
264,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
264,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
265,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
265,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
266,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
266,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
267,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
267,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
268,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
268,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
269,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
270,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
271,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
271,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
272,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
272,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EW,Round 3,2025,Government
273,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
273,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
274,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
274,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
275,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM,Round 3,2024,Government
275,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
276,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
276,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
277,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
277,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
278,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
278,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
279,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
279,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
280,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
280,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2025,Government
281,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
282,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
282,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
283,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
283,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EW,Round 3,2025,Government
284,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
285,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
285,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 1,2025,Government
286,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
286,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
287,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
288,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
288,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
289,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
289,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
290,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
290,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
291,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2024,Government
291,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM VK,Round 3,2025,Government
292,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
293,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
293,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
294,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
294,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
295,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
295,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
296,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
296,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
297,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
297,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
298,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
299,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM VK,Round 3,2024,Government
299,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
300,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 2,2024,Government
300,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
301,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
301,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
302,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
302,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
303,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
303,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
304,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
305,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
306,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
306,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
307,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
307,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
308,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
308,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2025,Government
309,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
309,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
310,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
310,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
311,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
311,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
312,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EW,Round 3,2024,Government
312,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
313,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
313,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
314,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
314,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
315,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
316,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 1,2024,Government
316,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
317,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2024,Government
317,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM SC,Round 1,2025,Government
318,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
318,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
319,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
319,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
320,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM MU,Round 3,2024,Government
320,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
321,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
321,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
322,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
322,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 1,2025,Government
323,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2024,Government
323,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
324,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2024,Government
324,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
325,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2024,Government
325,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
326,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
326,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
327,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
327,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
328,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM BH,Round 3,2024,Government
328,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EW,Round 3,2025,Government
329,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
329,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
330,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
330,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
331,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
331,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
332,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
332,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
333,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
333,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
334,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
334,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
335,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
335,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
336,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2024,Government
336,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
337,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2024,Government
337,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
338,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2024,Government
338,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
339,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
339,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
340,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
340,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2025,Government
341,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2024,Government
341,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
342,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 3,2024,Government
342,"TCM : Govt. Medical College, Thrissur.",MBBS,SM,Round 3,2025,Government
343,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
343,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
344,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,XS,Round 1,2024,Government
344,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
345,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
345,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
346,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
346,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EZ,Round 3,2025,Government
347,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
347,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
348,"KTM : Govt. Medical College, Kottayam.",MBBS,SM,Round 1,2024,Government
348,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
349,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2024,Government
349,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
350,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM VK,Round 3,2024,Government
350,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM,Round 3,2025,Government
